business_id,date,violation_type_id,risk_category,description
83602,2016-06-30,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83605,2016-09-15,103102,High Risk,Unclean hands or improper use of gloves
83605,2016-09-15,103155,Low Risk,Unapproved  living quarters in food facility
83605,2016-09-15,103131,Moderate Risk,Moderate risk vermin infestation
83605,2016-09-15,103103,High Risk,High risk food holding temperature
83605,2015-11-17,103143,Low Risk,Inadequate warewashing facilities or equipment
83612,2016-09-22,103102,High Risk,Unclean hands or improper use of gloves
83612,2015-10-23,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83612,2015-10-23,103102,High Risk,Unclean hands or improper use of gloves
83612,2015-10-23,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83612,2016-03-11,103120,Moderate Risk,Moderate risk food holding temperature
83612,2015-10-23,103103,High Risk,High risk food holding temperature
83612,2015-10-23,103132,Moderate Risk,Improper thawing methods
83612,2015-10-23,103142,Low Risk,Unclean nonfood contact surfaces
83616,2016-08-29,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83616,2016-08-29,103156,Low Risk,Permit license or inspection report not posted
83616,2016-08-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83616,2016-08-29,103105,High Risk,Improper cooling methods
83616,2016-08-29,103157,Low Risk,Food safety certificate or food handler card not available
83616,2016-08-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
83616,2015-08-04,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83616,2015-08-04,103157,Low Risk,Food safety certificate or food handler card not available
83627,2015-10-14,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83627,2015-10-14,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83627,2015-10-14,103142,Low Risk,Unclean nonfood contact surfaces
83627,2015-10-14,103133,Moderate Risk,Foods not protected from contamination
83627,2015-10-14,103120,Moderate Risk,Moderate risk food holding temperature
83633,2016-04-11,103105,High Risk,Improper cooling methods
83633,2016-04-11,103133,Moderate Risk,Foods not protected from contamination
83636,2016-05-25,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83640,2016-08-30,103110,High Risk,Unapproved food source
83640,2016-08-30,103108,High Risk,Contaminated or adulterated food
83642,2016-08-29,103109,High Risk,Unclean or unsanitary food contact surfaces
83642,2016-08-29,103105,High Risk,Improper cooling methods
83643,2015-07-23,103139,Low Risk,Improper food storage
83643,2016-04-15,103150,Low Risk,Improper or defective plumbing
83643,2016-04-15,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83643,2016-04-15,103133,Moderate Risk,Foods not protected from contamination
83643,2016-04-15,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83643,2016-04-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83644,2016-06-08,103139,Low Risk,Improper food storage
83644,2016-06-08,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83647,2015-09-29,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83647,2015-09-29,103133,Moderate Risk,Foods not protected from contamination
83647,2015-09-29,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83647,2015-09-29,103120,Moderate Risk,Moderate risk food holding temperature
83647,2015-09-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83647,2015-09-29,103143,Low Risk,Inadequate warewashing facilities or equipment
83647,2016-07-14,103103,High Risk,High risk food holding temperature
83647,2016-07-14,103156,Low Risk,Permit license or inspection report not posted
83647,2016-07-14,103129,Moderate Risk,Insufficient hot water or running water
83647,2016-07-14,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83647,2016-07-14,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83647,2016-07-14,103114,High Risk,High risk vermin infestation
83647,2016-07-14,103109,High Risk,Unclean or unsanitary food contact surfaces
83647,2016-07-14,103108,High Risk,Contaminated or adulterated food
83648,2016-06-28,103143,Low Risk,Inadequate warewashing facilities or equipment
83648,2016-06-28,103139,Low Risk,Improper food storage
83648,2016-06-28,103156,Low Risk,Permit license or inspection report not posted
83648,2016-06-28,103157,Low Risk,Food safety certificate or food handler card not available
83648,2016-06-28,103145,Low Risk,Improper storage of equipment utensils or linens
83648,2016-06-28,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83655,2016-07-14,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
83655,2016-07-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
83655,2016-07-14,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83655,2016-07-14,103157,Low Risk,Food safety certificate or food handler card not available
83655,2015-08-26,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83687,2015-07-22,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83687,2015-07-22,103133,Moderate Risk,Foods not protected from contamination
83687,2015-07-22,103120,Moderate Risk,Moderate risk food holding temperature
83688,2016-09-19,103154,Low Risk,Unclean or degraded floors walls or ceilings
83688,2016-09-19,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83688,2016-09-19,103133,Moderate Risk,Foods not protected from contamination
83688,2016-09-19,103120,Moderate Risk,Moderate risk food holding temperature
83688,2016-09-19,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83688,2016-09-19,103109,High Risk,Unclean or unsanitary food contact surfaces
83688,2016-09-19,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83688,2015-07-30,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83688,2015-07-30,103133,Moderate Risk,Foods not protected from contamination
83688,2015-07-30,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83688,2015-07-30,103155,Low Risk,Unapproved  living quarters in food facility
83688,2015-07-30,103139,Low Risk,Improper food storage
83696,2016-06-14,103120,Moderate Risk,Moderate risk food holding temperature
83704,2016-03-31,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83704,2016-03-31,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83709,2016-08-08,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83709,2016-08-08,103120,Moderate Risk,Moderate risk food holding temperature
83709,2016-02-05,103110,High Risk,Unapproved food source
83727,2015-09-30,103139,Low Risk,Improper food storage
83727,2015-09-30,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83773,2015-11-02,103145,Low Risk,Improper storage of equipment utensils or linens
83773,2015-11-02,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
83773,2015-11-02,103159,Low Risk,Worker safety hazards
83773,2015-11-02,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83773,2015-11-02,103139,Low Risk,Improper food storage
83778,2016-04-01,103150,Low Risk,Improper or defective plumbing
83778,2016-04-01,103129,Moderate Risk,Insufficient hot water or running water
83778,2016-04-01,103154,Low Risk,Unclean or degraded floors walls or ceilings
83778,2016-04-01,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83779,2016-08-15,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83779,2016-08-15,103156,Low Risk,Permit license or inspection report not posted
83779,2016-08-15,103161,Low Risk,Low risk vermin infestation
83779,2016-02-26,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83779,2016-02-26,103114,High Risk,High risk vermin infestation
83779,2016-02-26,103138,Low Risk,Improper storage use or identification of toxic substances
83779,2016-02-26,103120,Moderate Risk,Moderate risk food holding temperature
83796,2015-05-13,103133,Moderate Risk,Foods not protected from contamination
83796,2015-05-13,103109,High Risk,Unclean or unsanitary food contact surfaces
83796,2015-05-13,103139,Low Risk,Improper food storage
83796,2015-05-13,103142,Low Risk,Unclean nonfood contact surfaces
83796,2015-05-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
83796,2015-05-13,103162,Low Risk,Other low risk violation
83799,2015-07-08,103148,Low Risk,No thermometers or uncalibrated thermometers
83799,2015-07-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
83799,2015-07-08,103139,Low Risk,Improper food storage
83799,2015-07-08,103132,Moderate Risk,Improper thawing methods
83799,2015-07-08,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83799,2015-07-08,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83799,2015-07-08,103114,High Risk,High risk vermin infestation
83799,2015-07-08,103109,High Risk,Unclean or unsanitary food contact surfaces
83799,2015-07-08,103103,High Risk,High risk food holding temperature
83799,2015-07-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83799,2016-06-03,103120,Moderate Risk,Moderate risk food holding temperature
83799,2016-06-03,103132,Moderate Risk,Improper thawing methods
83799,2016-06-03,103102,High Risk,Unclean hands or improper use of gloves
83799,2016-06-03,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83802,2016-06-30,103142,Low Risk,Unclean nonfood contact surfaces
83802,2016-06-30,103157,Low Risk,Food safety certificate or food handler card not available
83802,2016-06-30,103154,Low Risk,Unclean or degraded floors walls or ceilings
83804,2016-04-05,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
83804,2016-04-05,103120,Moderate Risk,Moderate risk food holding temperature
83808,2016-09-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83808,2016-09-07,103133,Moderate Risk,Foods not protected from contamination
83808,2016-09-07,103161,Low Risk,Low risk vermin infestation
83808,2016-09-07,103102,High Risk,Unclean hands or improper use of gloves
83808,2016-09-07,103103,High Risk,High risk food holding temperature
83808,2015-08-05,103132,Moderate Risk,Improper thawing methods
83808,2015-08-05,103139,Low Risk,Improper food storage
83808,2015-08-05,103138,Low Risk,Improper storage use or identification of toxic substances
83808,2015-08-05,103135,Low Risk,No person in charge of food facility
83808,2015-08-05,103133,Moderate Risk,Foods not protected from contamination
83808,2015-08-05,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83808,2015-08-05,103109,High Risk,Unclean or unsanitary food contact surfaces
83808,2015-08-05,103143,Low Risk,Inadequate warewashing facilities or equipment
83808,2015-08-05,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83808,2015-08-05,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83808,2016-03-29,103132,Moderate Risk,Improper thawing methods
83808,2016-03-29,103120,Moderate Risk,Moderate risk food holding temperature
83808,2016-03-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83808,2016-03-29,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83821,2015-08-14,103145,Low Risk,Improper storage of equipment utensils or linens
83821,2015-08-14,103143,Low Risk,Inadequate warewashing facilities or equipment
83821,2016-06-27,103139,Low Risk,Improper food storage
83821,2016-06-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
83821,2016-06-27,103150,Low Risk,Improper or defective plumbing
83822,2016-07-26,103154,Low Risk,Unclean or degraded floors walls or ceilings
83822,2016-07-26,103142,Low Risk,Unclean nonfood contact surfaces
83822,2016-07-26,103157,Low Risk,Food safety certificate or food handler card not available
83822,2016-07-26,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83822,2016-07-26,103161,Low Risk,Low risk vermin infestation
83822,2015-11-06,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83822,2015-11-06,103133,Moderate Risk,Foods not protected from contamination
83822,2015-11-06,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83822,2015-11-06,103147,Low Risk,Inadequate ventilation or lighting
83824,2016-08-26,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83824,2016-08-26,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83827,2015-08-14,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83827,2015-08-14,103161,Low Risk,Low risk vermin infestation
83827,2015-08-14,103139,Low Risk,Improper food storage
83827,2015-08-14,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83827,2015-08-14,103103,High Risk,High risk food holding temperature
83827,2016-03-10,103133,Moderate Risk,Foods not protected from contamination
83827,2016-03-10,103103,High Risk,High risk food holding temperature
83827,2016-03-10,103102,High Risk,Unclean hands or improper use of gloves
83827,2016-03-10,103105,High Risk,Improper cooling methods
83827,2016-03-10,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83827,2016-03-10,103132,Moderate Risk,Improper thawing methods
83834,2016-07-12,103157,Low Risk,Food safety certificate or food handler card not available
83834,2016-07-12,103156,Low Risk,Permit license or inspection report not posted
83841,2016-02-04,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83841,2016-02-04,103131,Moderate Risk,Moderate risk vermin infestation
83842,2015-08-04,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83842,2015-08-04,103139,Low Risk,Improper food storage
83842,2015-08-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
83842,2016-03-23,103154,Low Risk,Unclean or degraded floors walls or ceilings
83842,2016-03-23,103131,Moderate Risk,Moderate risk vermin infestation
83842,2016-03-23,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83842,2016-03-23,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83842,2016-03-23,103157,Low Risk,Food safety certificate or food handler card not available
83843,2016-02-12,103102,High Risk,Unclean hands or improper use of gloves
83844,2015-09-30,103132,Moderate Risk,Improper thawing methods
83844,2015-09-30,103103,High Risk,High risk food holding temperature
83844,2015-09-30,103105,High Risk,Improper cooling methods
83844,2015-09-30,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83844,2016-06-29,103105,High Risk,Improper cooling methods
83844,2016-07-06,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83844,2016-06-29,103120,Moderate Risk,Moderate risk food holding temperature
83844,2016-06-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
83844,2016-06-29,103131,Moderate Risk,Moderate risk vermin infestation
83844,2016-06-29,103132,Moderate Risk,Improper thawing methods
83844,2016-06-29,103142,Low Risk,Unclean nonfood contact surfaces
83889,2016-08-09,103157,Low Risk,Food safety certificate or food handler card not available
83889,2016-08-09,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83889,2016-08-09,103131,Moderate Risk,Moderate risk vermin infestation
83889,2016-08-09,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83889,2016-08-09,103102,High Risk,Unclean hands or improper use of gloves
83889,2015-08-27,103141,Low Risk,Improper food labeling or menu misrepresentation
83889,2015-08-27,103148,Low Risk,No thermometers or uncalibrated thermometers
83889,2015-08-27,103139,Low Risk,Improper food storage
83889,2015-08-27,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83930,2015-12-16,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
83930,2015-12-16,103105,High Risk,Improper cooling methods
83945,2016-08-24,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
83945,2016-08-24,103156,Low Risk,Permit license or inspection report not posted
83945,2015-07-23,103150,Low Risk,Improper or defective plumbing
83945,2015-07-23,103138,Low Risk,Improper storage use or identification of toxic substances
83945,2015-07-23,103131,Moderate Risk,Moderate risk vermin infestation
83945,2015-07-23,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83946,2015-10-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
83946,2015-10-14,103138,Low Risk,Improper storage use or identification of toxic substances
83955,2016-04-26,103105,High Risk,Improper cooling methods
83955,2016-04-26,103102,High Risk,Unclean hands or improper use of gloves
83955,2016-04-26,103133,Moderate Risk,Foods not protected from contamination
83955,2016-04-26,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
83955,2016-04-26,103120,Moderate Risk,Moderate risk food holding temperature
83986,2016-06-24,103161,Low Risk,Low risk vermin infestation
83986,2016-06-24,103103,High Risk,High risk food holding temperature
83986,2016-06-24,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83986,2016-06-24,103144,Low Risk,Unapproved or unmaintained equipment or utensils
83986,2016-06-24,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
83990,2015-09-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
83990,2016-06-28,103157,Low Risk,Food safety certificate or food handler card not available
83990,2016-06-28,103120,Moderate Risk,Moderate risk food holding temperature
83990,2016-06-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
83998,2016-04-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
83998,2016-04-29,103139,Low Risk,Improper food storage
83998,2016-04-29,103105,High Risk,Improper cooling methods
84037,2016-09-13,103157,Low Risk,Food safety certificate or food handler card not available
84037,2016-09-13,103103,High Risk,High risk food holding temperature
84037,2015-09-18,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84037,2016-03-29,103142,Low Risk,Unclean nonfood contact surfaces
84037,2016-03-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84037,2016-03-29,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
84037,2016-03-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
84037,2016-03-29,103156,Low Risk,Permit license or inspection report not posted
84037,2016-03-29,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84038,2016-08-09,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84038,2016-08-09,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84038,2016-08-09,103134,Moderate Risk,Other moderate risk violation
84038,2016-04-04,103102,High Risk,Unclean hands or improper use of gloves
84038,2016-04-04,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84038,2016-04-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
84038,2016-04-04,103109,High Risk,Unclean or unsanitary food contact surfaces
84040,2015-11-03,103145,Low Risk,Improper storage of equipment utensils or linens
84040,2015-11-03,103139,Low Risk,Improper food storage
84065,2016-09-01,103147,Low Risk,Inadequate ventilation or lighting
84065,2016-09-01,103127,Moderate Risk,Noncompliance with HAACP plan or variance
84065,2016-09-01,103103,High Risk,High risk food holding temperature
84090,2015-08-14,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84090,2015-08-14,103132,Moderate Risk,Improper thawing methods
84090,2015-08-14,103110,High Risk,Unapproved food source
84090,2016-06-27,103139,Low Risk,Improper food storage
84103,2016-06-24,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84103,2016-06-24,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
84103,2016-06-24,103120,Moderate Risk,Moderate risk food holding temperature
84106,2015-12-11,103103,High Risk,High risk food holding temperature
84106,2015-12-11,103139,Low Risk,Improper food storage
84106,2015-12-11,103131,Moderate Risk,Moderate risk vermin infestation
84106,2015-12-11,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
84165,2016-02-09,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84165,2016-02-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
84165,2016-02-09,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84165,2016-02-09,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84165,2016-02-09,103139,Low Risk,Improper food storage
84165,2016-02-09,103120,Moderate Risk,Moderate risk food holding temperature
84195,2015-09-03,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84195,2015-09-03,103148,Low Risk,No thermometers or uncalibrated thermometers
84195,2015-09-03,103142,Low Risk,Unclean nonfood contact surfaces
84195,2016-05-09,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84195,2016-05-09,103102,High Risk,Unclean hands or improper use of gloves
84195,2016-05-09,103114,High Risk,High risk vermin infestation
84195,2016-05-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
84195,2016-05-09,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84195,2016-05-09,103142,Low Risk,Unclean nonfood contact surfaces
84195,2016-05-09,103132,Moderate Risk,Improper thawing methods
84195,2016-05-09,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
84195,2016-05-09,103139,Low Risk,Improper food storage
84196,2015-07-22,103120,Moderate Risk,Moderate risk food holding temperature
84196,2015-07-22,103150,Low Risk,Improper or defective plumbing
84196,2015-07-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
84196,2015-07-22,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84205,2016-08-17,103133,Moderate Risk,Foods not protected from contamination
84205,2016-08-17,103131,Moderate Risk,Moderate risk vermin infestation
84205,2016-08-17,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84205,2016-08-17,103120,Moderate Risk,Moderate risk food holding temperature
84205,2016-08-17,103165,Low Risk,No plan review or Building Permit
84205,2016-08-17,103148,Low Risk,No thermometers or uncalibrated thermometers
84205,2016-08-17,103156,Low Risk,Permit license or inspection report not posted
84205,2016-03-04,103143,Low Risk,Inadequate warewashing facilities or equipment
84205,2016-03-04,103114,High Risk,High risk vermin infestation
84205,2016-03-04,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84205,2016-03-04,103139,Low Risk,Improper food storage
84205,2016-03-04,103141,Low Risk,Improper food labeling or menu misrepresentation
84256,2015-08-17,103114,High Risk,High risk vermin infestation
84256,2015-08-17,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84256,2015-08-17,103150,Low Risk,Improper or defective plumbing
84256,2015-08-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
84256,2016-05-27,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84256,2016-05-27,103157,Low Risk,Food safety certificate or food handler card not available
84256,2016-05-27,103161,Low Risk,Low risk vermin infestation
84339,2016-04-13,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84381,2016-06-28,103139,Low Risk,Improper food storage
84381,2016-06-28,103120,Moderate Risk,Moderate risk food holding temperature
84381,2016-06-28,103156,Low Risk,Permit license or inspection report not posted
84381,2016-06-28,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84381,2016-06-28,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84387,2016-07-28,103129,Moderate Risk,Insufficient hot water or running water
84387,2016-07-28,103118,Moderate Risk,Employee eating or smoking
84387,2016-07-28,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84387,2016-07-28,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84387,2016-07-28,103157,Low Risk,Food safety certificate or food handler card not available
84387,2016-07-28,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
84387,2016-07-28,103156,Low Risk,Permit license or inspection report not posted
84387,2015-08-18,103162,Low Risk,Other low risk violation
84387,2015-08-18,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84392,2016-02-03,103156,Low Risk,Permit license or inspection report not posted
84393,2016-02-05,103138,Low Risk,Improper storage use or identification of toxic substances
84393,2016-02-05,103148,Low Risk,No thermometers or uncalibrated thermometers
84393,2016-02-05,103109,High Risk,Unclean or unsanitary food contact surfaces
84393,2016-02-05,103105,High Risk,Improper cooling methods
84393,2016-02-05,103129,Moderate Risk,Insufficient hot water or running water
84393,2016-02-05,103102,High Risk,Unclean hands or improper use of gloves
84394,2016-08-30,103133,Moderate Risk,Foods not protected from contamination
84394,2016-08-30,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84394,2016-08-30,103120,Moderate Risk,Moderate risk food holding temperature
84394,2016-08-30,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84394,2016-08-30,103154,Low Risk,Unclean or degraded floors walls or ceilings
84394,2016-08-30,103157,Low Risk,Food safety certificate or food handler card not available
84394,2015-12-22,103139,Low Risk,Improper food storage
84394,2015-12-22,103148,Low Risk,No thermometers or uncalibrated thermometers
84394,2015-12-22,103103,High Risk,High risk food holding temperature
84394,2015-12-22,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84417,2016-07-18,103143,Low Risk,Inadequate warewashing facilities or equipment
84417,2016-07-18,103103,High Risk,High risk food holding temperature
84417,2015-11-06,103132,Moderate Risk,Improper thawing methods
84417,2015-11-06,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84418,2015-11-16,103120,Moderate Risk,Moderate risk food holding temperature
84418,2015-11-16,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84418,2015-11-16,103137,Low Risk,Improperly washed fruits and vegetables
84418,2015-11-16,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84418,2015-11-16,103154,Low Risk,Unclean or degraded floors walls or ceilings
84418,2015-11-16,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84449,2015-11-20,103156,Low Risk,Permit license or inspection report not posted
84517,2016-07-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
84517,2016-07-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84517,2016-07-27,103120,Moderate Risk,Moderate risk food holding temperature
84517,2015-08-10,103154,Low Risk,Unclean or degraded floors walls or ceilings
84517,2015-08-10,103157,Low Risk,Food safety certificate or food handler card not available
84517,2015-08-10,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84517,2015-08-10,103148,Low Risk,No thermometers or uncalibrated thermometers
84517,2015-12-04,103139,Low Risk,Improper food storage
84517,2015-12-04,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84530,2016-03-23,103109,High Risk,Unclean or unsanitary food contact surfaces
84530,2016-03-23,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84530,2016-03-23,103142,Low Risk,Unclean nonfood contact surfaces
84530,2016-03-23,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84542,2016-02-03,103127,Moderate Risk,Noncompliance with HAACP plan or variance
84542,2016-02-03,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84543,2015-11-17,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84543,2015-11-17,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84543,2015-11-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
84543,2015-11-17,103114,High Risk,High risk vermin infestation
84543,2016-06-15,103145,Low Risk,Improper storage of equipment utensils or linens
84543,2016-06-15,103150,Low Risk,Improper or defective plumbing
84543,2016-06-15,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84543,2016-06-15,103157,Low Risk,Food safety certificate or food handler card not available
84547,2015-10-07,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84547,2015-10-07,103133,Moderate Risk,Foods not protected from contamination
84547,2015-10-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84547,2015-10-07,103120,Moderate Risk,Moderate risk food holding temperature
84547,2015-10-07,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
84547,2015-10-07,103154,Low Risk,Unclean or degraded floors walls or ceilings
84547,2015-10-07,103139,Low Risk,Improper food storage
84547,2015-10-07,103131,Moderate Risk,Moderate risk vermin infestation
84558,2016-09-29,103156,Low Risk,Permit license or inspection report not posted
84558,2016-09-29,103139,Low Risk,Improper food storage
84558,2016-09-29,103112,High Risk,No hot water or running water
84573,2016-09-15,103129,Moderate Risk,Insufficient hot water or running water
84573,2016-09-15,103144,Low Risk,Unapproved or unmaintained equipment or utensils
84573,2016-09-15,103161,Low Risk,Low risk vermin infestation
84573,2016-09-15,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
84573,2016-09-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
84573,2015-08-31,103131,Moderate Risk,Moderate risk vermin infestation
84573,2015-08-31,103139,Low Risk,Improper food storage
84573,2015-08-31,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
84581,2016-07-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
84581,2016-07-28,103139,Low Risk,Improper food storage
84581,2016-07-28,103120,Moderate Risk,Moderate risk food holding temperature
