business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
The Sandwich Shop,2071 3rd St,402498,87079,null,null,null,46 Cambon Dr,San Francisco,Hye Hwa Cho,CA,94132,14155823473,94109,H25
Mimitreats,1266 Chestnut St #1,1029111,87223,San Francisco,null,null,"1266 Chestnut Street, Apt. 1",San Francisco,Vasudeva Vimi,CA,94109,null,94109,H99
707 Sutter,707 Sutter St,1029754,87285,null,null,null,707 Sutter Street,San Francisco,"JP Group, Inc.",CA,94109,null,94109,H26
Polk and Clay Liquor,1700 Polk St,1016457,87528,null,null,null,"350 Turk Street, #T812",San Francisco,Rosie Alrefaee,CA,94102,null,94109,H03
Lemongrass Thai Cuisine,2348 Polk St,1029978,87539,null,null,null,344 Clement Street,San Francisco,"K&T Trillion, Inc.",CA,94118,14155341818,94109,H25
EM Deli SF,714 Post St,1031112,87548,null,null,null,714 Post Street,San Francisco,Eric Kim,CA,94109,null,94109,H03
Crepes Ooh La La,1220 Polk St,1032451,87605,null,null,null,1220 Polk Street,San Francisco,"Hasnia, Inc.",CA,94109,null,94109,H24
Mustafio's Pizza,1116 Polk St,1002726,87615,null,null,null,1116 Polk Street,San Francisco,Yahya Awadalla,CA,94109,null,94109,H24
Batter Bakery,1517 Pine St,440587,87645,null,null,null,"1750 Franklin Street, #4",San Francisco,"Battery Bakery, LLC",CA,94109,null,94109,H24
Black Cat,400 Eddy St,1032245,87714,null,null,null,1750 Taylor Street,San Francisco,"Black Cat Hospitality Group, LLC",CA,94109,14155351999,94109,H26
New Village Cafe,1426 Polk St,1034640,87762,null,null,null,"965 Sutter Street, #123",San Francisco,Edward Coughlin,CA,94109,null,94109,H24
The Huge Hotdog Concession,1300 Polk St,1034880,88489,null,null,null,5620 E. 17th. St,Oakland,Antonia Arana,CA,94621,14150916067,94109,H78
Zaalouk Market & Deli Grocery,1209 Sutter St,1021444,88692,null,null,null,4709 California Street,San Francisco,Ahmida Benhammou,CA,94118,14155657615,94109,H07
Fueling Station,2436 Polk St,459069,88983,null,null,null,1251 43rd Avenue,San Francisco,Lillian W. Wong,CA,94122,null,94109,H24
Lafayette Coffee Shop,611 Larkin St,394536,89070,null,null,null,4240 Fulton Street,San Francisco,Stanley Yang and Stefanie Chuong,CA,94121,14155444884,94109,H25
Epicurean at Sacred Heart Catholic Prep School,1055 Ellis St,471525,89072,San Francisco,null,null,"111 Main St., Suite 3",Los Altos,Epicurean Group,CA,94109,null,94109,H91
Rum and Sugar,823 Geary St,1036338,89236,null,null,null,703 Crestview Drive,San Carlos,"Geary Castle, LLC",CA,94070,null,94109,H86
Miller's Rest,1085 Sutter St,1057746,89336,null,null,null,2906 Bush Street,San Francisco,"Miller's Rest, LLC",CA,94109,null,94109,H26
Nobhill Pizza & Shawerma,1534 California St,1051081,89416,null,null,null,"840 Post Street, #218",San Francisco,"BBA Foods, Inc.",CA,94109,null,94109,H24
Xiao Loong,250 WEST PORTAL AVENUE,374722,8202,null,37.7386,-122.469,250 WEST PORTAL AVE,SAN FRANCISCO,XIAO LOONG INC,CA,94127,14155272647,null,H25
Boos Voni Tortas,5170 Mission St,370790,9328,null,37.7162,-122.441,5170 Mission St.,S.F.,Angela Miranda,CA,94112,14155580127,null,H24
Edgewood Children's Center,1801 Vicente St,913733,9358,null,37.7391,-122.485,1801 Vicente Street,SF,Edgewood Day Treatment,CA,94116,null,null,H91
Dimples,1700 Post St.,920751,9582,null,37.7856,-122.43,266 JUANITA WAY,SF,"CROUERE, SONYONG Y.",CA,94127,null,null,H87
The Napper Tandy,3200 24th St,396103,10227,null,37.7526,-122.416,3200 24th Street,SF,P.F.M. Enterprises,CA,94110,null,null,H25
Good Frikin Chicken,10 29th St,373312,10376,null,37.7444,-122.421,10 29th St.,S.F.,Nabeel A. Yousef,CA,94110,null,null,H25
Eezy Freezy Health & Gourmet Food,25 West Portal Ave.,385752,10831,null,37.7405,-122.466,25 West Portal Ave.,SF,Rajai Alkhalidi,CA,94127,null,null,H03
El Beach Burrito,3914 Judah St,308739,11416,null,37.7609,-122.504,3914 Judah,SF,David Catalano,CA,94132,null,null,H24
Barrette Cafeteria,3250 19th Ave,378174,11835,null,37.7296,-122.475,3250 19th Ave.,SF,Louie Totah,CA,94132,null,null,H91
Canteen Vending Company,VARIOUS LOCATIONS,46324,11967,null,null,null,1959 Republic Avenue,San Leandro,Compass Group USA,CA,94577,14150978170,null,H61
West Coast Vending & Food Service,VARIOUS LOCATIONS,401587,11974,null,null,null,2124 Livingston Street,Oakland,West Coast Vending & Food Service,CA,94606,14150265954,null,H61
The Village Market & Pizza,750 Font Blvd,378984,12344,null,37.7235,-122.483,750 Font Blvd.,SF,Axiom Development Corp.,CA,94132,14155374525,null,H25
Mission Street Arco,1798 mission st.,321490,13057,null,37.7683,-122.42,1798 Mission St.,SF,Biuon Inc.,CA,94103,null,null,H03
Taboun,203 Parnassus Ave,378751,13753,null,37.7646,-122.453,203 Parnassus,SF,Salim Qaru,CA,94117,null,null,H24
City Smoke,2196 Mission St,381379,14940,null,37.7619,-122.419,2196 Mission St.,SF,Sharif Ahmed Shariff,CA,94110,null,null,H01
Pizzeria Delfina,3611 18th St,318520,17946,null,37.7617,-122.424,3611 18th Street,SF,"Delfina Restaurant, Inc.",CA,94110,null,null,H24
Joe's coffee Shop,6134 Geary Blvd,390566,18079,null,37.7804,-122.485,6134 Geary Blvd.,SF,Joe's Coffee Shop Inc.,CA,94121,null,null,H24
Original Buffalo Wings,2499 Lombard St,396371,19357,null,37.7991,-122.442,1115 Brussels Street,San Francisco,Original Buffalo Wings Corp. ( Sandra  and Ted Ung),CA,94134,14155938181,null,H25
Trouble Coffee Company,4033 Judah St,405110,34201,null,37.7605,-122.505,4033 Judah Street,SF,Jiulietta Carrelli,CA,94122,null,null,H24
Stanley's Steamers,NW Corner Grant at Geary St on Grant,392127,34331,null,37.788,-122.405,9 Magee Court,Moraga,"San Francisco Carts and Concessions, Inc.",CA,94556,null,null,H78
S B House  Inc.,5158 Geary Blvd,422279,34635,null,37.7809,-122.475,2271 Fleetwood Dr.,San Bruno,S B House Inc.,CA,94066,null,null,H25
Subway #36339,1099 Mission St,403343,35469,null,37.7795,-122.411,P.O. Box 640900,SF,"Letap Group, Inc.",CA,94164,14155249033,null,H29
San Pancho's Tacos,491 Bayshore St,428688,38146,null,null,null,175 Laura Street,San Francisco,Ivonne Gonzalez,CA,94112,14155335152,null,H79
Mateo's Bay Area Hot Dogs,833 Bryant St,418132,39481,SF,null,null,816 Alta Loma Dr,South San Francisco,Juan F. Ortiz,CA,94080,14155889291,null,H79
Ghirardelli Chocolate,24 Willie Mays Plaza,10850,39482,null,37.7783,-122.391,1111 139th Avenue,San Leandro,Ghirardelli Chocolate Co.,CA,94578,null,null,H36
Tacos San Buena #2,79 Sansome St,384320,57653,null,null,null,180 Nyla Ave,SSF,"Santana ESG, Inc",CA,94080,14155556127,null,H79
Annie's Hot Dogs & Pretzels,"Golden Gate Park, Music Concourse",143153,60547,SF,37.7771,-122.42,17 Shemran Ct,Fairfax,"The New York Frankfurter Co. of CA, Inc.",CA,94930,null,null,H78
Annie's Hot Dogs & Pretzels,"Golden Gate Park, JFK Dr.@Conservatory of Flowers",143153,60548,SF,37.7771,-122.42,17 Shemran Ct,Fairfax,"The New York Frankfurter Co. of CA, Inc.",CA,94930,null,null,H78
Annie's Hot Dogs & Pretzels,"Golden Gate Park, Spreckles Lake",143153,60549,SF,37.7771,-122.42,17 Shemran Ct,Fairfax,"The New York Frankfurter Co. of CA, Inc.",CA,94930,null,null,H78
Annie's Hot Dogs & Pretzels,"Golden Gate Park, JFK Dr.@8th Ave",143153,60550,Sf,37.7771,-122.42,17 Shemran Ct,Fairfax,"The New York Frankfurter Co. of CA, Inc.",CA,94930,null,null,H78
Annie's Hot Dogs & Pretzels,"Golden Gate Park, Carousel Snack Bar",143153,60551,SF,37.7771,-122.42,17 Shemran Ct,Fairfax,"The New York Frankfurter co. of CA, Inc.",CA,94930,null,null,H28
BHL,2 Embarcadero Center  Street Level,447841,62797,null,37.7952,-122.399,45 Hyde Court #4,Daly City,BHL-SF LLC,CA,94115,14155240011,null,H24
Seoul on Wheels,Fort Mason,412768,63624,SF,37.804,-122.428,P.O.Box 882531,SF,Julia Yoon,CA,94188,null,null,H79
Littlegreencyclo LLC,Off The Grid-Upper Haight,453248,64319,SF,37.7771,-122.42,"121 S Maple Ave, Ste 13",South San Francisco,LITTLEGREENCYCLO LLC,CA,94080-6320,null,null,H79
415 Dogs,Off The Grid,458464,64463,SF,null,null,"1280 Fulton St., #3",SF,Cresencio Garcia,CA,94117,null,null,H78
Cafe Terzetto,550 D Gene Friend Way,458394,65363,SF,37.8175,-122.368,80 Miraflores Ave.,San Rafael,Zcaffeinated Inc.,CA,94901,null,null,H24
Baysubway 04,550 Gene Friends Way,418193,65377,null,37.7695,-122.39,1457 Lake Street,SF,Baysubway 04,CA,94118,null,null,H24
Cafe 24,1200 16th St,325687,65383,SF,37.7664,-122.398,"2 Henry Adams St., Suite M95",SF,Mission Bay Food Company LLC,CA,94103,null,null,H25
Publico,550 A Gene Friend Way,325687,65384,SF,37.7771,-122.42,"2 Henry Adams St., Suite M95",SF,Mission Bay Food Company LLC,CA,94103,null,null,H24
The Taco Guys Inc.,Off The Grid,464617,65614,null,0,0,"1519 5th Ave., Suite A",San Rafael,The Taco Guys Inc.,CA,94901,null,null,H79
The Sandwich Stand,351 California St,466731,65804,SF,null,null,150 Escolta Way,San Francisco,The Sandwich Stand LLC,CA,94116,null,null,H76
The Sandwich Stand,58 Main St,466731,65805,SF,null,null,150 Escolta Way,SF,The Sandwich Stand LLC,CA,94116,null,null,H76
Pacific Puffs,Off The Grid,436757,66492,SF,37.7771,-122.42,1641 Chestnut St,San Francisco,Pacific Puffs LLC,CA,94123,null,null,H78
Stanley's Steamers,Macys - Geary Entrance,392127,66698,null,0,0,9 Magee Court,Moraga,"SF Carts and Concessions, Inc.",CA,94556,null,null,H78
Celtic Catering,601 Folsom St,488637,66921,SF,37.7854,-122.397,167 Leland Ave.,SF,Celtic Catering Inc.,CA,94134,null,null,H79
Alicia's Tamales Los Mayas,Justin Herman Plaza,454418,67124,SF,37.7771,-122.42,2948 Folsom Street,SF,Alicia Villanueva,CA,94110,null,null,H78
Naked Chorizo,Off The Grid,466149,67167,null,0,0,1540 Sharon Pl,San Mateo,Zenia Llamas,CA,94401,null,null,H79
Kara's Cupcakes Inc.,Off The Grid,402542,67466,null,0,0,"2565 3rd Street, #334",SF,"Kara's Cupcakes, Inc",CA,94107,null,null,H78
Subs on Hubs,933 Brannan St,460856,67840,null,37.771,-122.406,465 Mississippi St.,SF,Jon Ranis,CA,94107,null,null,H79
The Chai Cart,525 Market/360 Valencia,479690,68068,null,null,null,"360 Guerrero St., #310",SF,Paawan Kothari,CA,94103,null,null,H77
Jane Hammond Events Inc.,Hunters Point Building 110 Shipyard,939952,68237,SF,null,null,1975 Yosemite Rd,Berkeley,Jane Hammond Events Inc.,CA,94707,null,null,H74
A Jelly Bean Thing/Good Foods Catering,Hunters Point Building 110 Shipyard,438878,68377,null,null,null,P.O. Box 885334,SF,Dontaye Ball,CA,94118,null,null,H74
Quan Catering,696 Amador St,301813,68468,null,null,null,668 Green Ave.,San Bruno,Quan Ho,CA,94066,null,null,H76
Drip! Mobile Espresso,Treasure Island Flea Market,452606,68500,null,0,0,2020 Dennison St #114,Oakland,Michael Breden,CA,94606,null,null,H79
Sorabol Metreon,135 04th St FC-3,468564,68544,SF,37.7861,-122.463,"16161 Ventura Blvd., Suite C PMB744",Encino,Sorabol Metreon LLC,CA,91436,null,null,H28
Slow City,Music Concourse in Golden Gate Park,143153,68558,SF,37.7771,-122.42,555 Fulton St.,SF,"New York Frankfurter Co. of CA, Inc.",CA,94102,null,null,H78
Cerveceria De Mateveza,3801 18th St,463182,68591,null,37.7614,-122.428,26A Glover Street,San Francisco,"Mateveza, LLC",Ca,94109,14155279295,null,H24
Xiao Long Bao,625 Clement St,474184,68696,null,37.7831,-122.466,625 Clement,SF,"Xiao Long Bao Restaurant, Inc.",CA,94118,null,null,H25
Sausage Slinger,100 New Montgomery St,467501,68800,null,0,0,"2363 19th Ave., #4",SF,James Stephens,CA,94116,null,null,H78
Sanguchon 2,Off The Grid,390417,68804,null,null,null,778 Lakeview Ave.,SF,Carlos Altamirano,CA,94112,null,null,H79
All Good Pizza,1605 Jerrold Ave,465421,68842,null,37.739,-122.39,1408 Hudson Ave.,SF,Kristin Houk,CA,94124,null,null,H79
Carmel Pizza Company,2826 Jones St,469292,69012,null,37.8077,-122.417,950 COLUMBUS AVE #8,SAN FRANCISCO,CARMEL PIZZA LLC,CA,94133,null,null,H79
Hayes Valley Bakeworks,550 Gough St,469021,69066,null,37.7783,-122.423,"25 Kearny Street, #400",San Francisco,"Bakeworks, LLC / Toolworks, Inc.",CA,94108,null,null,H25
Hiyaaa!,Off The Grid,468359,69122,null,0,0,P.O. Box 5204,San Mateo,Hiyaaa! Inc.,CA,94402,null,null,H79
We Sushi,428 11th,469061,69294,null,37.7706,-122.412,7253 Via Vico,San Jose,RODA API LLC,CA,95129,null,null,H79
El Sur LLC,Off The Grid,460538,69312,null,0,0,70 Nido Ave.,SF,El Sur LLC,CA,94115,null,null,H79
Walgreens #15127,1175 Columbus Ave,30032,69313,San Francisco,37.8051,-122.417,"P.O. Box 901, 300 Wilmot Rd.",Deerfield,Walgreen Co.,Illinois,60015,14155341079,null,H04
Little Green Cyclo 2,Off The Grid,453248,69707,null,null,null,"121 S Maple Ave, Ste 13",South San Francisco,LITTLEGREENCYCLO LLC,CA,94080-6320,null,null,H79
BHUK Burger,11 Phelan Ave,468075,69708,null,null,null,1655 46th Ave.,Sf,Javaid Sayed,CA,94122,null,null,H79
Sam's Chowder Mobile #2,Golden Gate Park,463874,69830,null,null,null,P.O. Box 2496,El Granada,HMB Catering Truck LLC,CA,94018,null,null,H79
"Kabob Trolley, LLC",298 King St,470753,69850,null,null,null,2241 N. Main St.,Walnut Creek,Kabob Trolley LLC,CA,94596,14155895557,null,H78
Hongry Kong,1975 Bryant,469959,69863,null,null,null,310 La Prenda,Millbrae,Nikki Ma & Monica Wong,CA,94030,null,null,H79
Me So Hungry,Off The Grid,473333,70044,null,null,null,629 Chardonnay Dr.,Fremont,Johnny Caron,CA,94539,null,null,H79
Twirl And Dip,Justin Herman Plaza,440895,70215,null,null,null,887 Rhode Island St. Apt. A,SF,Meg Hilgartner/Siri Skelton,CA,94107,null,null,H75
333,Off The Grid,483756,70580,null,null,null,4365 Hardwood St.,Fremont,Eric Chung,CA,94538,null,null,H79
Davids Tea,845 Market St #13,467771,70779,null,null,null,5625 Pare,Mont-Royal,Davids Tea (USA) Inc.,Quebec,Canada H4P 1S1,null,null,H07
Expresso Subito,84 02nd St,463964,70922,null,null,null,8 Eagle Hill,Kensington,Gary Goldstein,CA,94707,null,null,H79
Buyer's Best Friend Wholesale & Market,1 Ferry Building,455932,71145,null,null,null,38 Lyon Street,94117,"Buyer's Best Friend, Inc. / Adam Sam, Joyce Quan",CA,94117,null,null,H03
France Delices,428 11th St,465569,71522,null,null,null,PO Box 2471,San Rafael,Corinne Yeregui,CA,94912,null,null,H79
SAJJ Street Eats,Off the Grid,476976,71581,null,null,null,953 Hamilton Ave,Menlo Park,Falafel Inc.,CA,94025,14158893501,null,H79
We2 Sushi,Off The Grid,476070,71658,null,null,null,2842 Clement St.,SF,Thomas Wu,CA,94121,null,null,H79
Sunrise Deli,Off The Grid,438729,71753,null,null,null,2115 Irving St.,SF,"Sunrise Middle Eastern Deli, Inc.",CA,94122,null,null,H79
J. Georgie's Donuts and Restaurant,2462 San Bruno Ave,477077,72025,null,null,null,2462 San Bruno Ave.,SF,Somaly Keng,CA,94134,null,null,H25
Greens & Company,2501 Phelps St,474461,72084,null,null,null,3236 Scott Street,San Francisco,"Greens & Company, LLC",CA,94123,14155309507,null,H74
Little Red Riding Truck,Soma Street Food Park,471265,72132,null,null,null,608 51st St,Oakland,Little Red Riding Truck LLC,CA,94609,null,null,H79
Roli Roti,Various Farmers Markets,375149,72136,null,null,null,7800 Edgewater Dr,Oakland,"Rotisystems, Inc.",CA,94621,null,null,H78
Garden Creamery,Soma Street @ 428 11th St.,445132,73939,null,null,null,60 Martens Blvd,San Rafael,Erin Lang,CA,94901,null,null,H79
Adam's Grub Truck,Off The Grid,1037461,73940,null,null,null,416 Commercial Ave Apt 5,South San Francisco,Kafae Coffee  LLC,CA,94080,null,null,H79
Cluck It Up,Off The Grid,465836,73967,null,null,null,93 Pope Street,SF,Matthew and Cynthia Gong,CA,94112,null,null,H79
Faith Sandwich,560 Mission,465955,74562,null,null,null,3848 Lassen Dr.,Pittsburg,Tra Pham & Jack Duong,CA,94565,null,null,H76
Sabrosa,3200 Fillmore St,482824,74869,null,null,null,"2269 Chestnut Street, #257",San Francisco,"Mas Management Group Alpha, LLC / Hugo Gamboa, Andre Wasserman",CA,94123,null,null,H26
King Poultry & Produce,758 Broadway St,477733,74871,null,null,null,601 Brussels Street,San Francisco,QiQiong Guan,CA,94134,14155539398,null,H03
Mourad,140 New Montgomery St,1006301,74975,null,null,null,140 New Montgomery St.,SF,Montgomery Restaurant Partners LLC,CA,94105,null,null,H26
1760,1760 Polk St,481783,75044,null,null,null,1722 Sacramento Street,San Francisco,"Polk Street Restaurant Group, LLC / Giancarlo Paterlini, Suzette Gresham",CA,94109,null,null,H26
Hella Vegan Eats,Dolores Pk,481031,75274,null,null,null,275 38th St Apt D,Oakland,"Hella Vegan Eats LLC    Tiffany Esquivel, Officer",CA,94611,14150288233,null,H79
Me So Hungry Too,Off the Grid,481122,75399,null,null,null,141 Morningside Dr.,Daly City,4888 CMB Corporation,CA,94015,null,null,H79
Mateo's Bay Area Hot Dogs,Treasure Island,418132,75892,null,null,null,816 Alta Loma Dr.,South San Francisco,Juan Ortiz,CA,94080,null,null,H78
Roastco,Off The Grid,482623,75903,null,null,null,"1552 Beach St., Unit T",Oakland,AAA Roasters LLC,CA,94608,null,null,H78
Savourie Streets,Approved Private Locations,482682,76337,SF,null,null,2708 Danville Blvd,Alamo,Susan Schwerin,CA,94507,null,null,H79
Country Grill,Private & Public,486088,76464,null,null,null,"1148 E. 18th Street, #1",Oakland,Roadside Rotisserie Corporation,CA,94606,null,null,H78
Capital Restaurant,839 Clay,481978,76784,null,null,null,189 Santa Cruz Avenue,Daly City,"Capital SBC Restaurant, Inc. / Samantha Lo and Billy Lo",CA,94015,null,null,H25
J-Shack,Off The Grid,486056,76926,null,null,null,1350A Scott Street,SF,Atsushi Inoue,CA,94115,null,null,H79
Lobsta Truck,Off The Grid,486569,77205,SF,null,null,P.O. Box 3332,South Pasadena,Think Is Good Inc.,CA,91031,null,null,H79
Hogwash,582 Sutter St,482261,77406,null,null,null,582 Sutter Street,San Francisco,"Butters Enterprises, LLC",CA,94102,null,null,H25
Missing Link SF,376 Castro St,486047,77519,SF,null,null,1311 Ridge Ct.,SF,David Smith,CA,94134,null,null,H78
Fun Food Partners,Pier 39 West Perimeter,461494,77644,null,null,null,39 Pier #167,SF,Brian & Maureen Hayes,CA,94133,null,null,H78
Eclectic Cookery,101 Horne Ave,468534,77913,null,null,null,PO BOX 883594,SF,"Eclectic Cookery, Inc.",CA,94188,null,null,H33
Sajj Street Eats #2,Off The Grid,476976,78313,null,null,null,953 Hamilton Rd.,Menlo Park,Falafel Inc.,CA,94025,null,null,H79
Dum,Off The Grid,487666,78337,null,null,null,480 Biscayne Ave.,Foster City,Shubham Hospitality Group LLC,CA,94404,null,null,H79
El Sur LLC #2,Off The Grid,460538,78699,null,null,null,70 Nido Ave.,SF,El Sur LLC,CA,94115,null,null,H79
Munch India,400 California,484343,78784,null,null,null,P.O. Box 565,Berkeley,"Nisar ""Nick"" Ahmed",CA,94701,null,null,H79
The Munchie Stop,110 Hunters Point Shipyard,481790,78872,null,null,null,666 Bellevue Ave.,Daly City,Jessica Vera,CA,94014,null,null,H74
Watermelon Man & Sons,3rd & Revere St,347263,78874,null,null,null,115 Nueva Ave.,SF,Bob Johnson,CA,94134,null,null,H75
JJardine Catering & Events,"Hunters Point Shipyard, Bldg.#110",477449,79058,null,null,null,"4104 24th St., #355",SF,JJardine LLC,CA,94114,null,null,H74
Daniels Catering,Approved Public Locations,490025,79127,San Francisco,null,null,838 Stonegate Dr.,South San Francisco,BH & MT LLC,CA,94080,null,null,H76
Benedict Arnold's,Off The Grid,487052,79130,null,null,null,930 Union Street,SF,Food Revolution LLC / Daniel Han,CA,94133,null,null,H79
Cafe Capriccio,2200 Mason St,488975,79167,null,null,null,331 Amazon Avenue,San Francisco,Gerardo Gay Meza,CA,94112,null,null,H24
El Porteno,Off The Grid,425448,79180,null,null,null,"400 Beale St., #503",SF,Joseph Ahearne,CA,94105,null,null,H79
7-Eleven Store #2366-36486A,195 Pine St,490331,79194,null,null,null,PO Box 219088,Dallas,"Jacksaw, Inc.",TX,75221,null,null,H07
Red Sauce Meatballs,Off The Grid,490900,79543,null,null,null,1532 Lorraine Avenue,San Mateo,"RS Meatballs, LLC",CA,94401,null,null,H79
Kenny's Heart & Soul,Off the Grid,490495,79547,null,null,null,479 41st Street,Oakland,"Kenny's Heart & Soul, LLC",CA,94609,null,null,H79
BOWL'D ACAI,Off The Grid,502952,80068,null,null,null,"245 Perkins St., Apt. #37",Oakland,BOWL'D ACAI,CA,94610,null,null,H79
Kabob Job,Off The Grid,503532,80069,null,null,null,27 N Rochester St.,San Mateo,The Kabob Job Inc.,CA,94401,null,null,H79
Liang Bai Ping,1389 Underwood,1000696,80075,null,null,null,1531 31st Ave.,SF,Liang Bai Ping,CA,94122,null,null,H76
"Cheese Gone Wild, Inc",null,1002993,80173,null,null,null,1228 E. Hillsdale Blvd. #A202,Foster City,"Cheese Gone Wild, Inc.",CA,94404,null,null,H79
Notes From Underground Cafe,2399 Van Ness Ave,1003323,80315,null,null,null,807 Brunswick Street,Daly City,Chi Chiu Lam and Biyun Liang,CA,94014,14155538388,null,H24
Tadu Ethiopian Kitchen,484 Ellis St,444236,80361,null,null,null,1000 National Ave #302,San Bruno,Elias B. Shawel / Selamawit Jesgave,CA,94066,14150284906,null,H24
t.epiphany,Off The Grid,453248,80371,null,null,null,121 South Maple Ave. #13,South San Francisco,Littlegreencyclo LLC,CA,94080,null,null,H76
Liholiho Yacht Club,871 Sutter St,1007372,80405,null,null,null,48 Elizabeth Street,San Francisco,Decade LLc,Ca,94110,null,null,H26
The Masonic Auditorium,1111 California St,325904,80421,null,null,null,1030 Illinois Street,San Francisco,Avatar Foods International,California,94107,14155700001,null,H26
Seed + Salt,2240 Chestnut St,490520,80422,null,null,null,2417 Franklin Street,San Francisco,Good Stuff Daily LLC,Ca,94123,14155671440,null,H24
Tai Hing Inc.,681 Broadway St,1002887,80460,null,null,null,681 Broadway Street,San Francisco,Tai Hing Inc.,ca,94133,14155666668,null,H07
Kara's Cupcakes,3 Embarcadero Center  Suite R-3104,402542,80503,null,null,null,2565 3rd Street Suite 334,San Francisco,Kara's Cupcakes Inc,ca,94107,14155371431,null,H89
The Steamin' Burger,Off The Grid,504102,80524,null,null,null,501 Rand St.,San Mateo,Mariana Valdez,CA,94401,null,null,H79
Cafe 55,55 Stockton St,1004051,80620,null,null,null,153 Velasco Avenue,Daly City,Bertha Lopez,Ca,94014,14155977688,null,H24
Hampton Inn San Francisco Downtown Convention Center,942 Mission St,1002062,80925,null,null,null,150 W. Harris Ave,South San Francisco,"Mint Development, LP",CA,94103,null,null,H26
Grilled Cheez Guy,155 Fell St,1005805,81112,null,null,null,646 Kennedy Street #201,Oakland,Michael Davidson,CA,94606,14150500757,null,H24
The Whole Cart,Off The Grid,489343,81131,San Francisco,null,null,2 Marina Blvd.  Rm C370,SF,The Whole Cart LLC,CA,94123,14155335884,null,H79
Le Truck,Off The Grid,489343,81137,San Francisco,null,null,2 Marina BLvd Rm C370,San Francisco,The Whole Cart LLC,CA,94123,14155335884,null,H79
Wanna-E,Off the Grid,490753,81163,San Francisco,null,null,387 Naples St.,San Francisco,Rainy Shai;Coco Lee;William Lee,CA,94112,14150434581,null,H79
Dirty Water,1355 Market St,1004367,81287,null,null,null,477 Burnett Avenue #A,San Francisco,Dirty Water Company LLC,Ca,94131,14150879960,null,H26
Sour Flour,3861 24th St,450485,81342,null,null,null,2937 24h Street,San Francisco,Sour Flour Corporation,CA,94110,14155501210,null,H34
Little City Market,1400 Stockton St,484533,81350,null,null,null,1400 Stockton Street,San francisco,Spinali Michael / Spinali Ronald,ca,94133,14155396854,null,H07
Red Tavern,2229 Clement St,1007507,81355,null,null,null,2229 Clement Street,San Francisco,Red Tavern Inc,Ca,94121,14155759090,null,H26
Bon Appetit Management Co (9th Floor),685 Market St 520,168329,81357,null,null,null,350 Rhode Island Suite 150,San Francisco,Bon Appetit Management Company,Ca,94103,14155612862,null,H24
Batter Bakery,1 Ferry Buiilding Pl,440587,81379,null,null,null,2127 Polk Street,San Francisco,Batter Bakery LLC,Ca,94109,14155671069,null,H34
Mo'z Cafe,36 05th St,481879,81508,null,null,null,36 5th Street,San Francisco,Mo'z Café Inc,Ca,94103,14155771080,null,H25
The Flying Falafel,1051 Market St,1006992,81509,null,null,null,3028 25th Street,San Francisco,Assaf Pashut,Ca,94110,14158500984,null,H24
Durso Cafe and Juice Bar,236 Townsend St,1006769,81512,null,null,null,236 Townsend St,San Francisco,JJD Food Service Enterprises LLC,Ca,94107,14155369442,null,H25
Senor Sisig,Off The Grid,490061,81515,"SF , CA",null,null,2563 20th Ave,SF,Senor Sisig Corp,CA,94116,14155605048,null,H79
Senor Sisig #3,OFF The Grid,490061,81518,SF,null,null,2563 20th Ave,SF,Senor Sisig Corp,CA,94116,14155605048,null,H79
Gohan Sushi Burrito,Off The Grid,486569,81519,S F,null,null,2402 Mission St,San Marino,Think Is Good Inc,CA,91108,14156399717,null,H79
Kome Sushi Burrito,Off The Grid,1007461,81553,null,null,null,"701 Cesar Chavez Ave, #203",Los Angeles,"SB Truck, Inc",CA,91031,14156399717,null,H79
Koja Kitchen Truck,Off The Grid,1007584,81789,null,null,null,15260 Hesperian Blvd.,San Leandro,SSRiceburger Corp.,CA,94578,null,null,H79
Plaza Garibaldy,428 11th St,1007994,81836,null,null,null,"312 A St., #5",So. SF,Jin Rong Li,CA,94080,null,null,H79
Rocko's Ice Cream Taco,Off The Grid,486990,81940,null,null,null,530 Showers Dr #7-210,Mountain View,Rocko's Ice Cream Tacos LLC,CA,94040,14158914849,null,H78
Clearly Kombucha,Off The Grid,1014127,82029,null,null,null,1766 18th St.,San Francisco,"Top Shelf Beverages, Inc.",CA,94107,null,null,H77
Tokiko,Off The Grid,1010338,82031,null,null,null,525 Hanover St.,Daly City,Alex Racines,CA,94014,null,null,H79
Cafe Troya Fillmore,Off The Grid,466405,82144,null,null,null,2125 Fillmore St.,SF,Café Troya Fillmore Inc.,CA,94115,null,null,H79
Scotch Bonnet Jamaican Food Truck,115 Sansome,1008198,82351,SF,null,null,2304 Redwood Rd,Hercules,Mattox-Matterson Loris A,CA,94547,null,null,H79
Ana's Goodies Catering,Approved Public Locations,1010433,82352,null,null,null,"371 Imperial Way, Apt.#212",Daly City,Ana Paula Goulart/Fabio Oliveira,CA,94015,null,null,H76
Senor Sisig #4,Off The Grid,490061,82394,null,null,null,P.O. Box 883094,San Francisco,Senor Sisig,CA,94188,null,null,H79
Crazy Gringo Taco Wagon Salsa,3251 20th Ave,1010671,82441,null,null,null,"3300 Coach Lane, Suite A14-A15",Cameron Park,Gary Dean Tompkins,CA,95682,null,null,H34
